É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/05 20:35:48

,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl
2026/3/17,10.9,8,1,9.9,8,0.0,0,8,1,3.8,,8,2.5,8,1,,0,13.8,8,1,14.3,8,8.7,8,1,6.1,8
2026/3/18,13.5,8,1,10.1,8,0.0,0,8,1,3.9,,8,2.8,8,1,,0,16.9,8,1,14.4,8,10.1,8,1,6.2,8
2026/3/19,14.5,8,1,10.2,8,3.0,0,8,1,4.0,,8,2.9,8,1,,0,18.2,8,1,14.5,8,10.5,8,1,6.4,8
2026/3/20,10.2,8,1,10.3,8,0.5,0,8,1,4.0,,8,2.8,8,1,,0,11.7,8,1,14.6,8,7.9,8,1,6.5,8
2026/3/21,10.3,8,1,10.4,8,0,1,8,1,4.1,,8,4.0,8,1,,0,15.4,8,1,14.6,8,4.9,8,1,6.6,8
2026/3/22,11.7,8,1,10.5,8,0,1,8,1,4.2,,8,3.2,8,1,,0,16.6,8,1,14.7,8,5.9,8,1,6.7,8
2026/3/23,12.4,8,1,10.6,8,1.5,0,8,1,4.3,,8,2.1,8,1,,0,15.3,8,1,14.8,8,10.1,8,1,6.8,8
2026/3/24,13.0,8,1,10.7,8,0,1,8,1,4.3,,8,4.2,8,1,,0,17.5,8,1,14.9,8,10.1,8,1,6.9,8
2026/3/25,12.0,8,1,10.8,8,11.5,0,8,1,4.4,,8,1.8,8,1,,0,13.6,8,1,15.0,8,11.2,8,1,7.1,8
2026/3/26,12.2,8,1,10.9,8,20.0,0,8,1,4.5,,8,2.6,8,1,,0,13.9,8,1,15.2,8,11.1,8,1,7.2,8
2026/3/27,13.5,8,1,11.1,8,3.0,0,8,1,4.6,,8,3.7,8,1,,0,17.5,8,1,15.3,8,10.3,8,1,7.3,8
2026/3/28,14.2,8,1,11.2,8,1.0,0,8,1,4.6,,8,2.6,8,1,,0,19.1,8,1,15.5,8,11.0,8,1,7.5,8
2026/3/29,15.7,8,1,11.4,8,0,1,8,1,4.7,,8,2.8,8,1,,0,21.4,8,1,15.7,8,11.4,8,1,7.6,8
2026/3/30,16.0,8,1,11.6,8,0.0,0,8,1,4.8,,8,3.9,8,1,,0,20.3,8,1,15.9,8,12.8,8,1,7.8,8
2026/3/31,17.3,8,1,11.8,8,21.0,0,8,1,4.9,,8,6.6,8,1,,0,19.9,8,1,16.1,8,14.9,8,1,7.9,8
2026/4/1,14.6,8,1,12.0,8,24.5,0,8,1,4.9,,8,2.9,8,1,,0,18.0,8,1,16.3,8,10.7,8,1,8.1,8
2026/4/2,11.7,8,1,12.2,8,23.0,0,8,1,5.0,,8,4.2,8,1,,0,15.2,8,1,16.6,8,9.3,8,1,8.3,8
2026/4/3,14.2,8,1,12.4,8,0,1,8,1,5.1,,8,3.4,8,1,,0,20.3,8,1,16.8,8,9.0,8,1,8.5,8
2026/4/4,15.0,8,1,12.6,8,23.5,0,8,1,5.1,,8,4.3,8,1,,0,17.4,8,1,17.0,8,12.6,8,1,8.7,8
